01:00:07,5,40,12,31
01:00:13,25,0,5,12
01:00:19,25,45,6,13
01:00:25,60,25,2,4
01:00:31,35,40,8,24
01:00:37,60,10,1,7
01:00:43,25,45,3,15
01:00:49,65,5,2,18
01:00:55,55,35,23,5
01:01:01,60,25,9,13
01:01:07,20,35,2,4
01:01:13,45,25,24,14
01:01:19,45,45,2,5
01:01:25,25,15,16,13
01:01:31,30,35,7,13
01:01:37,40,20,21,13
01:01:43,10,5,14,24
01:01:49,65,15,2,18
01:01:55,50,0,2,14
01:02:01,20,5,11,11
01:02:07,5,30,11,10
01:02:13,40,5,7,16
01:02:19,45,5,6,13
01:02:25,30,45,6,9
01:02:31,10,20,2,13
01:02:37,35,35,19,17
01:02:43,15,30,1,11
01:02:49,20,10,1,18
01:02:55,35,5,1,5
01:03:01,65,15,1,5
01:03:07,25,35,8,16
01:03:13,65,45,1,8
01:03:19,20,15,13,16
01:03:25,60,10,9,15
01:03:31,65,5,3,9
01:03:37,10,10,28,18
01:03:43,55,5,11,15
01:03:49,5,0,13,10
01:03:55,30,15,16,14
01:04:01,35,5,3,7
01:04:07,0,0,1,16
01:04:13,35,25,2,9
01:04:19,45,5,11,18
01:04:25,30,30,22,6
01:04:31,60,20,3,18
01:04:37,15,45,1,18
01:04:43,45,15,1,18
01:04:49,25,15,2,11
01:04:55,10,10,5,21
01:05:01,15,15,3,12
01:05:07,55,20,2,13
01:05:13,55,15,42,4
01:05:19,20,20,2,8
01:05:25,60,25,3,18
01:05:31,25,30,14,9
01:05:37,45,45,14,12
01:05:43,40,45,6,24
01:05:49,65,40,6,40
01:05:55,5,45,20,17
01:06:01,65,25,6,15
01:06:07,30,10,8,14
01:06:13,35,5,9,4
01:06:19,0,20,3,17
01:06:25,50,30,7,15
01:06:31,50,15,21,17
01:06:37,0,5,8,13
01:06:43,60,35,1,16
01:06:49,35,35,9,24
01:06:55,15,20,1,11
01:07:01,10,15,8,15
01:07:07,65,40,2,6
01:07:13,25,45,8,7
01:07:19,20,15,7,17
01:07:25,30,5,7,15
01:07:31,40,35,3,13
01:07:37,0,25,3,8
01:07:43,40,5,10,7
01:07:49,0,35,13,13
01:07:55,25,10,2,7
01:08:01,60,40,3,16
01:08:07,45,35,3,18
01:08:13,30,45,9,16
01:08:19,60,10,14,10
01:08:25,20,0,3,16
01:08:31,65,0,14,31
01:08:37,10,30,3,9
01:08:43,20,25,1,14
01:08:49,65,15,53,17
01:08:55,10,40,5,6
01:09:01,10,15,3,18
01:09:07,45,45,36,10
01:09:13,50,15,1,12
01:09:19,55,0,11,15
01:09:25,30,25,13,12
01:09:31,55,25,23,11
01:09:37,20,15,11,8
01:09:43,65,25,11,18
01:09:49,50,35,11,5
01:09:55,10,30,2,4
01:10:01,50,45,8,17
01:10:07,25,0,9,16
01:10:13,30,20,10,13
01:10:19,65,40,11,4
01:10:25,45,35,8,27
01:10:31,5,40,2,36
01:10:37,55,15,2,15
01:10:43,0,5,3,17
01:10:49,20,45,36,4
01:10:55,20,45,3,12
01:11:01,0,45,11,15
01:11:07,5,45,11,12
01:11:13,15,0,13,16
01:11:19,20,40,1,12
01:11:25,20,5,11,7
01:11:31,15,20,19,4
01:11:37,50,10,6,16
01:11:43,45,5,10,18
01:11:49,60,25,14,12
01:11:55,40,15,1,18
01:12:01,40,40,25,4
01:12:07,55,15,3,4
01:12:13,15,30,1,12
01:12:19,55,10,3,17
01:12:25,45,10,3,7
01:12:31,65,35,1,24
01:12:37,30,0,3,11
01:12:43,35,0,22,17
01:12:49,20,20,2,12
01:12:55,5,10,11,14
01:13:01,50,45,13,4
01:13:07,5,45,1,29
01:13:13,30,30,2,4
01:13:19,0,0,1,16
01:13:25,30,20,3,23
01:13:31,0,45,13,17
01:13:37,55,35,8,4
01:13:43,65,35,12,6
01:13:49,5,30,5,16
01:13:55,45,15,8,10
01:14:01,0,0,2,4
01:14:07,65,30,7,7
01:14:13,10,15,10,6
01:14:19,15,45,10,36
01:14:25,5,10,2,14
01:14:31,10,0,13,29
01:14:37,0,35,8,8
01:14:43,25,25,2,15
01:14:49,35,30,53,10
01:14:55,60,15,2,13
01:15:01,25,40,7,12
01:15:07,10,20,2,12
01:15:13,0,30,3,17
01:15:19,20,0,6,30
01:15:25,35,10,7,5
01:15:31,20,30,1,4
01:15:37,40,30,6,7
01:15:43,55,25,12,17
01:15:49,20,15,2,5
01:15:55,30,25,17,17
01:16:01,25,30,2,4
01:16:07,60,20,30,12
01:16:13,40,5,2,5
01:16:19,45,0,5,4
01:16:25,5,40,8,34
02:00:07,35,30,3,18
02:00:13,55,30,12,17
02:00:19,35,30,15,12
02:00:25,20,35,6,17
02:00:31,5,30,10,14
02:00:37,60,10,2,10
02:00:43,55,25,9,8
02:00:49,45,10,10,18
02:00:55,45,45,19,16
02:01:01,0,15,5,42
02:01:07,60,5,14,6
02:01:13,45,15,11,17
02:01:19,50,10,3,7
02:01:25,35,5,32,6
02:01:31,40,35,8,12
02:01:37,20,35,3,16
02:01:43,55,45,9,17
02:01:49,55,30,21,14
02:01:55,10,0,2,15
02:02:01,60,35,13,9
02:02:07,5,30,13,16
02:02:13,30,40,9,15
02:02:19,35,5,5,4
02:02:25,35,20,1,18
02:02:31,30,10,2,30
02:02:37,55,35,3,14
02:02:43,50,45,8,18
02:02:49,40,5,11,18
02:02:55,15,0,2,36
02:03:01,65,10,1,11
02:03:07,55,40,1,12
02:03:13,50,20,11,12
02:03:19,30,5,7,14
02:03:25,50,15,3,4
02:03:31,55,45,2,16
02:03:37,0,5,9,7
02:03:43,10,15,12,17
02:03:49,40,20,2,5
02:03:55,35,0,2,12
02:04:01,0,10,3,12
02:04:07,0,5,2,12
02:04:13,40,45,1,12
02:04:19,20,25,8,4
02:04:25,10,5,7,12
02:04:31,25,15,2,10
02:04:37,55,10,1,16
02:04:43,50,5,33,4
02:04:49,50,35,37,17
02:04:55,65,20,12,14
02:05:01,25,15,3,9
02:05:07,0,5,3,16
02:05:13,15,5,2,22
02:05:19,15,20,3,16
02:05:25,10,15,3,36
02:05:31,10,15,5,8
02:05:37,40,25,3,13
02:05:43,60,0,11,4
02:05:49,45,30,1,14
02:05:55,45,0,5,14
02:06:01,5,15,18,18
02:06:07,25,35,20,16
02:06:13,35,40,2,15
02:06:19,15,30,9,18
02:06:25,35,5,1,24
02:06:31,40,45,7,6
02:06:37,65,10,9,18
02:06:43,40,30,3,15
02:06:49,35,40,3,4
02:06:55,30,10,11,11
02:07:01,50,15,2,12
02:07:07,55,10,10,10
02:07:13,45,20,7,17
02:07:19,30,30,1,17
02:07:25,20,35,39,13
02:07:31,30,15,3,8
02:07:37,30,5,3,13
02:07:43,0,10,10,14
02:07:49,10,20,1,24
02:07:55,0,10,1,18
02:08:01,25,0,3,16
02:08:07,0,25,2,13
02:08:13,0,40,3,6
02:08:19,0,10,2,18
02:08:25,10,40,1,14
02:08:31,45,0,24,11
02:08:37,0,35,3,9
02:08:43,45,5,10,13
02:08:49,45,40,8,16
02:08:55,50,30,40,12
02:09:01,20,0,14,15
02:09:07,10,20,5,14
02:09:13,0,35,2,16
02:09:19,35,0,28,6
02:09:25,15,10,5,18
02:09:31,10,0,9,12
02:09:37,45,30,12,40
02:09:43,5,15,2,15
02:09:49,5,40,13,11
02:09:55,35,25,1,13
02:10:01,60,45,3,14
02:10:07,65,40,1,18
02:10:13,20,30,2,13
02:10:19,65,0,2,5
02:10:25,35,15,10,17
02:10:31,5,20,23,17
02:10:37,45,15,10,14
02:10:43,25,0,3,23
02:10:49,65,5,5,18
02:10:55,0,0,1,17
02:11:01,55,30,2,16
02:11:07,15,20,42,17
02:11:13,25,5,12,12
02:11:19,15,20,19,15
02:11:25,15,30,9,10
02:11:31,60,25,22,18
02:11:37,0,35,2,12
02:11:43,30,5,12,15
02:11:49,55,0,3,15
02:11:55,35,45,24,42
02:12:01,55,45,10,4
02:12:07,45,0,3,6
02:12:13,55,0,3,15
02:12:19,50,15,3,17
02:12:25,40,30,1,39
02:12:31,20,10,23,4
02:12:37,40,30,3,13
02:12:43,55,30,2,18
02:12:49,50,25,12,15
02:12:55,35,15,12,4
02:13:01,35,45,3,8
02:13:07,60,45,5,11
02:13:13,30,30,1,16
02:13:19,55,40,3,32
02:13:25,5,0,3,16
02:13:31,10,35,5,6
02:13:37,35,10,2,9
02:13:43,50,0,9,14
02:13:49,10,30,22,4
02:13:55,20,10,23,17
02:14:01,20,45,14,15
02:14:07,40,35,1,15
02:14:13,55,0,8,18
02:14:19,45,15,3,9
