01:00:03,50,10,1,15
01:00:05,15,40,3,5
01:00:07,50,0,2,7
01:00:09,0,5,12,4
01:00:11,30,25,6,9
01:00:13,45,35,2,8
01:00:15,35,20,22,11
01:00:17,20,45,2,12
01:00:19,25,15,2,17
01:00:21,0,40,11,12
01:00:23,25,5,7,7
01:00:25,40,15,5,16
01:00:27,35,0,1,6
01:00:29,55,25,1,12
01:00:31,15,20,9,16
01:00:33,45,35,1,9
01:00:35,45,45,46,12
01:00:37,0,45,3,17
01:00:39,40,0,16,16
01:00:41,10,20,2,14
01:00:43,30,10,37,11
01:00:45,0,30,23,11
01:00:47,25,5,23,7
01:00:49,65,25,2,12
01:00:51,65,20,13,6
01:00:53,10,20,1,11
01:00:55,30,0,3,34
01:00:57,30,5,3,16
01:00:59,25,45,1,14
01:01:01,60,0,13,18
01:01:03,45,10,3,27
01:01:05,50,40,24,9
01:01:07,50,20,14,8
01:01:09,30,30,15,10
01:01:11,35,15,1,4
01:01:13,65,15,1,16
01:01:15,60,20,2,14
01:01:17,15,45,16,6
01:01:19,0,10,2,5
01:01:21,15,30,1,15
01:01:23,15,10,9,16
01:01:25,35,30,3,13
01:01:27,20,45,1,13
01:01:29,20,20,1,8
01:01:31,15,30,2,5
01:01:33,60,25,9,4
01:01:35,20,15,15,25
01:01:37,25,35,9,10
01:01:39,65,15,9,33
01:01:41,20,45,2,6
01:01:43,65,10,3,11
01:01:45,50,45,1,17
01:01:47,45,20,3,9
01:01:49,50,30,11,7
01:01:51,15,25,7,9
01:01:53,10,15,1,14
01:01:55,50,15,34,4
01:01:57,15,5,1,12
01:01:59,45,20,24,17
01:02:01,20,10,2,14
01:02:03,35,35,3,6
01:02:05,10,10,1,15
01:02:07,55,30,3,15
01:02:09,45,20,13,4
01:02:11,15,0,3,31
01:02:13,25,45,23,6
01:02:15,50,20,10,11
01:02:17,15,20,2,37
01:02:19,60,40,8,12
01:02:21,55,10,7,8
01:02:23,40,20,1,18
01:02:25,65,20,34,12
01:02:27,40,30,8,14
01:02:29,5,5,2,18
01:02:31,55,0,1,6
01:02:33,60,0,18,18
01:02:35,5,15,7,5
01:02:37,5,45,1,10
01:02:39,15,45,3,18
01:02:41,5,15,23,18
01:02:43,20,30,2,13
01:02:45,65,15,2,17
01:02:47,65,5,6,4
01:02:49,65,5,3,13
01:02:51,0,0,5,6
01:02:53,35,0,5,9
01:02:55,10,5,10,8
01:02:57,15,5,12,5
01:02:59,50,20,8,12
01:03:01,55,30,3,16
01:03:03,5,10,3,4
01:03:05,50,35,15,24
01:03:07,10,30,7,13
