01:00:18,30,45,2,26
01:00:35,50,25,2,18
01:00:52,0,10,2,18
01:01:09,10,5,1,4
01:01:26,10,45,3,12
01:01:43,0,45,12,18
01:02:00,20,20,1,4
01:02:17,55,20,10,5
01:02:34,65,15,3,4
01:02:51,60,45,16,13
01:03:08,25,45,3,6
01:03:25,55,30,6,10
01:03:42,5,5,1,17
01:03:59,50,40,11,14
01:04:16,50,35,17,4
01:04:33,40,20,2,9
01:04:50,35,25,2,12
01:05:07,55,0,1,16
01:05:24,40,0,5,17
01:05:41,55,5,9,8
01:05:58,5,35,23,17
01:06:15,55,25,13,14
01:06:32,10,5,1,14
01:06:49,35,45,1,18
01:07:06,65,20,1,13
01:07:23,20,10,14,24
01:07:40,5,40,1,8
01:08:14,65,25,1,13
01:08:31,5,0,1,33
01:08:48,25,45,1,7
01:09:05,30,20,13,18
01:09:22,0,30,11,12
01:09:39,50,0,2,16
01:09:56,40,30,2,16
01:10:13,30,20,2,14
