01:00:11,40,20,1,12
01:00:21,35,10,1,17
01:00:31,35,25,6,4
01:00:41,40,5,2,15
01:00:51,35,20,3,18
01:01:01,30,10,2,12
01:01:11,25,30,3,8
01:01:21,40,30,7,18
01:01:31,5,10,3,8
01:01:41,50,45,2,13
01:01:51,20,35,48,17
01:02:01,15,30,8,6
01:02:11,15,20,7,16
01:02:21,5,25,1,4
01:02:31,60,5,1,4
01:02:41,0,30,13,4
01:02:51,25,45,3,12
01:03:01,15,45,2,14
01:03:11,0,0,7,24
01:03:21,55,45,9,17
01:03:31,30,40,3,14
01:03:41,25,30,1,15
01:03:51,5,25,17,12
01:04:01,20,45,12,4
01:04:11,35,0,1,5
01:04:21,20,0,20,6
01:04:31,5,30,2,18
01:04:41,55,45,13,5
01:04:51,10,45,9,15
01:05:01,60,35,1,18
01:05:11,10,45,13,24
01:05:21,35,30,11,11
01:05:31,65,10,1,16
01:05:41,20,5,8,19
01:05:51,50,0,14,15
01:06:01,50,0,9,7
01:06:11,35,0,10,13
01:06:21,30,40,6,18
01:06:31,10,5,3,13
01:06:41,10,25,1,31
01:06:51,5,20,13,8
01:07:01,35,0,2,8
01:07:11,40,30,51,4
01:07:21,60,45,3,16
01:07:31,45,30,2,12
01:07:41,40,35,18,15
01:07:51,25,30,14,12
01:08:01,10,30,1,5
01:08:11,60,5,10,12
01:08:21,40,30,5,4
01:08:31,10,25,22,14
01:08:41,30,40,3,5
01:08:51,25,0,3,16
01:09:01,65,15,3,15
01:09:11,10,15,2,18
01:09:21,40,35,8,15
01:09:31,65,30,1,9
01:09:41,15,5,3,17
01:09:51,45,30,2,15
01:10:01,35,45,12,8
01:10:11,50,45,12,13
01:10:21,45,5,5,17
01:10:31,50,20,22,13
01:10:41,20,25,1,12
01:10:51,50,15,14,14
01:11:01,60,45,3,15
01:11:11,20,35,3,33
01:11:21,0,0,3,6
01:11:31,0,0,3,18
01:11:41,15,0,21,10
01:11:51,55,0,1,15
01:12:01,60,0,11,24
01:12:11,5,15,2,13
01:12:21,0,20,2,12
01:12:31,65,15,23,6
01:12:41,30,20,10,11
01:12:51,30,5,16,14
01:13:01,25,20,17,15
01:13:11,65,10,18,18
01:13:21,10,40,2,12
01:13:31,60,20,2,15
01:13:41,5,30,18,5
01:13:51,65,20,1,5
01:14:01,0,15,11,4
01:14:11,5,15,1,13
01:14:21,65,10,3,13
01:14:31,35,15,2,11
01:14:41,20,30,3,4
01:14:51,65,10,20,14
01:15:01,0,10,12,11
01:15:11,25,25,1,16
01:15:21,65,20,12,9
01:15:31,65,10,2,10
01:15:41,25,30,13,27
01:15:51,45,25,2,11
01:16:01,10,40,14,13
01:16:11,65,30,20,8
01:16:21,55,15,9,15
01:16:31,25,40,2,14
01:16:41,15,35,3,34
01:16:51,25,10,19,12
01:17:01,65,10,38,15
01:17:11,10,30,7,17
01:17:21,5,20,3,11
01:17:31,15,5,1,10
01:17:41,50,5,14,8
01:17:51,25,20,20,8
01:18:01,55,35,9,13
02:00:11,50,35,2,11
02:00:21,0,40,10,4
02:00:31,35,5,8,13
02:00:41,60,0,6,4
02:00:51,15,30,3,24
02:01:01,0,5,10,18
02:01:11,55,20,10,12
02:01:21,60,40,35,4
02:01:31,20,35,2,17
02:01:41,60,40,14,17
02:01:51,20,35,2,32
02:02:01,25,0,33,11
02:02:11,35,0,3,4
02:02:21,50,25,8,4
02:02:31,10,35,13,4
02:02:41,60,35,3,17
02:02:51,40,20,8,13
02:03:01,25,15,23,40
02:03:11,30,40,3,18
02:03:21,25,35,2,4
02:03:31,35,45,15,18
02:03:41,35,20,3,15
02:03:51,50,5,3,5
02:04:01,55,0,7,10
02:04:11,45,30,3,7
02:04:21,25,30,1,16
02:04:31,50,45,12,10
02:04:41,10,35,1,16
02:04:51,35,15,2,18
02:05:01,55,35,6,6
02:05:11,55,25,12,12
02:05:21,60,0,1,15
02:05:31,30,25,1,11
02:05:41,40,5,16,16
02:05:51,25,10,6,17
02:06:01,65,30,3,13
02:06:11,45,35,5,6
02:06:21,50,20,1,18
02:06:31,25,35,24,10
02:06:41,5,25,6,12
02:06:51,65,30,47,15
02:07:01,0,40,10,13
02:07:11,40,15,9,12
02:07:21,10,5,1,17
02:07:31,35,45,24,13
02:07:41,65,15,3,10
02:07:51,30,45,5,34
02:08:01,65,10,2,13
02:08:11,25,35,2,14
02:08:21,40,0,3,11
02:08:31,10,30,7,34
02:08:41,65,45,6,9
02:08:51,0,25,1,17
02:09:01,60,15,14,6
02:09:11,55,40,1,13
02:09:21,10,5,23,41
02:09:31,25,5,1,24
02:09:41,5,40,11,16
02:09:51,10,5,6,9
02:10:01,40,15,6,38
02:10:11,60,0,3,17
02:10:21,10,40,8,4
02:10:31,55,40,10,5
02:10:41,50,45,2,10
02:10:51,35,20,19,11
02:11:01,40,45,13,18
02:11:11,40,10,6,4
02:11:21,20,35,3,13
02:11:31,45,0,2,18
02:11:41,40,40,14,11
02:11:51,20,30,6,14
02:12:01,45,5,1,12
02:12:11,5,0,2,14
02:12:21,45,20,8,14
02:12:31,55,45,2,12
02:12:41,0,10,24,14
02:12:51,40,10,1,41
02:13:01,50,45,8,15
02:13:11,0,25,3,5
02:13:21,30,40,2,16
02:13:31,20,45,11,14
02:13:41,5,5,24,12
02:13:51,50,5,10,38
02:14:01,35,5,6,16
02:14:11,55,45,2,14
02:14:21,50,0,1,15
02:14:31,20,5,6,4
02:14:41,10,30,11,17
02:14:51,60,5,20,14
02:15:01,40,10,2,12
02:15:11,40,10,3,15
02:15:21,40,25,45,15
02:15:31,25,25,1,18
02:15:41,35,15,2,18
02:15:51,45,10,1,10
02:16:01,25,15,6,4
02:16:11,20,35,7,18
02:16:21,50,25,3,15
02:16:31,15,0,2,17
02:16:41,60,30,8,12
02:16:51,45,40,24,6
02:17:01,65,35,34,18
02:17:11,50,25,14,17
02:17:21,25,30,3,4
02:17:31,10,25,1,5
02:17:41,20,30,1,8
02:17:51,55,25,1,18
02:18:01,65,45,3,7
02:18:11,5,40,11,6
02:18:21,10,30,1,4
02:18:31,0,25,6,7
02:18:41,0,0,2,4
02:18:51,30,20,16,11
03:00:11,20,5,3,12
03:00:21,60,20,9,16
03:00:31,25,20,2,4
03:00:41,15,35,44,12
03:00:51,10,35,10,13
03:01:01,40,0,3,23
03:01:11,45,30,21,24
03:01:21,15,15,3,18
03:01:31,30,0,10,4
03:01:41,25,20,2,8
03:01:51,30,35,3,18
03:02:01,50,40,18,13
03:02:11,25,5,12,14
03:02:21,25,30,29,17
03:02:31,30,10,3,13
03:02:41,0,25,1,17
03:02:51,30,30,5,7
03:03:01,25,25,3,8
03:03:11,50,45,3,13
03:03:21,50,5,3,12
03:03:31,5,45,9,11
03:03:41,20,45,5,16
03:03:51,15,10,8,13
03:04:01,15,40,14,16
03:04:11,0,25,49,18
03:04:21,50,35,11,13
