25,38,3
14,47,2
44,1,46
67,34,1
1,6,1
59,6,9
0,37,3
25,48,1
14,41,2
7,26,21
0,1,12
25,42,23
15,42,9
14,0,3
9,34,14
4,8,1
1,5,1
39,29,3
21,36,3
35,37,9
8,33,11
67,49,2
60,48,1
35,41,24
65,6,26
49,9,14
7,27,13
41,16,13
19,32,1
10,32,11
21,8,49
68,33,2
40,48,3
30,7,12
14,44,10
23,24,14
65,16,1
34,32,1
63,13,14
48,44,3
57,12,3
17,37,11
68,40,47
10,44,5
60,8,7
47,16,14
42,40,11
11,2,13
31,38,3
57,7,1
42,12,16
42,16,8
66,42,1
68,28,2
13,35,1
41,48,1
9,30,17
52,47,20
20,6,11
18,9,2
5,47,2
0,16,13
63,30,3
7,11,5
58,9,2
44,2,11
12,47,3
51,5,1
16,1,2
10,8,52
46,49,2
32,43,3
7,33,3
29,29,7
38,14,22
38,25,11
53,11,6
18,14,18
10,2,2
67,12,7
28,1,7
35,35,9
58,11,2
44,25,7
36,18,2
67,42,1
67,29,51
21,17,2
55,0,2
34,23,24
38,33,3
60,21,1
39,3,3
44,31,18
49,32,5
13,43,3
65,7,37
11,42,2
25,6,2
62,25,9
20,0,2
29,23,54
24,28,3
18,25,1
32,44,2
38,46,1
44,44,2
26,0,3
21,48,7
28,48,3
58,41,2
15,14,6
23,26,30
49,41,14
50,42,3
20,43,1
0,13,12
50,4,1
6,21,9
46,9,2
5,23,7
28,16,6
57,17,9
66,23,21
61,21,2
18,10,3
34,18,2
38,4,1
25,33,49
24,18,7
62,31,11
7,39,3
62,3,3
15,11,3
58,38,13
28,24,10
52,48,2
1,36,3
44,26,6
16,49,2
15,8,17
28,23,8
35,45,3
21,40,3
38,16,9
68,30,3
46,20,2
52,28,14
49,31,1
9,16,2
67,13,3
33,20,6
44,30,3
64,40,3
29,42,2
55,22,2
39,33,1
19,43,2
28,14,14
38,13,20
3,39,12
39,37,3
26,7,6
7,12,3
63,37,2
64,45,13
55,27,7
67,26,3
41,40,1
68,7,13
42,8,2
60,45,9
28,9,1
46,16,2
12,21,1
39,26,8
68,8,2
38,12,8
44,41,1
4,23,18
33,26,27
14,4,52
27,35,16
39,17,2
66,44,49
52,24,21
61,16,1
56,14,6
4,6,15
49,16,10
51,6,11
11,43,2
66,14,21
11,25,48
11,0,2
46,35,3
41,24,6
26,25,51
50,5,1
59,5,2
22,3,15
44,23,1
55,6,2
25,36,9
8,36,2
17,12,7
14,9,3
26,35,6
56,39,5
57,47,5
18,15,3
64,11,2
59,18,13
13,33,20
58,14,47
68,4,14
49,11,12
61,2,6
12,1,2
62,47,1
69,39,1
54,23,2
46,5,9
63,17,1
40,41,3
29,10,3
43,18,2
16,25,2
49,19,2
32,17,5
58,42,3
47,27,1
44,34,2
54,12,3
8,39,8
34,46,3
67,23,9
18,48,13
31,42,15
9,47,3
66,49,9
7,20,12
31,11,2
60,44,1
67,0,14
27,18,10
29,37,3
32,26,9
8,20,14
13,40,12
7,38,2
25,25,3
36,32,2
12,44,5
3,37,18
11,17,14
54,40,10
57,45,13
20,9,1
30,18,31
46,12,3
68,36,11
56,17,2
19,22,12
59,15,1
52,33,3
55,5,14
36,5,3
62,6,8
67,11,3
26,11,8
40,38,21
14,20,48
62,10,9
55,48,7
18,32,1
22,13,8
24,4,14
59,34,26
32,25,3
69,46,46
24,41,23
61,3,1
43,38,2
48,45,16
39,39,2
15,33,6
15,9,14
58,2,12
33,19,3
67,18,1
36,21,3
61,36,2
6,10,14
54,18,1
47,30,3
60,34,1
18,13,2
45,0,2
40,4,5
65,4,3
30,11,3
47,6,3
10,0,14
56,35,19
40,44,3
21,3,3
0,35,47
46,7,22
20,21,18
22,12,2
17,29,3
65,2,24
42,30,5
65,40,1
29,22,2
37,11,1
14,40,10
10,19,1
6,8,3
22,25,13
69,23,8
33,30,14
10,34,50
62,23,13
45,45,8
51,23,10
9,1,11
62,39,11
39,45,7
45,5,12
9,7,1
69,21,5
23,14,9
22,32,13
1,26,9
7,30,11
65,17,3
5,3,2
28,2,2
14,32,10
48,30,21
37,12,2
9,2,6
7,43,6
23,49,14
22,19,2
9,29,10
37,9,2
27,31,19
34,41,1
16,3,11
23,22,24
14,28,13
66,3,5
12,5,3
24,39,8
67,6,7
43,14,2
65,31,11
41,29,3
19,19,7
68,13,1
4,26,3
64,17,1
36,49,14
6,38,29
20,13,3
22,28,13
16,18,1
20,46,12
47,13,2
27,11,1
18,16,6
60,15,34
19,31,3
59,30,21
54,45,7
27,12,13
49,26,21
69,20,1
47,8,2
17,17,7
2,8,2
37,22,1
45,12,13
59,10,14
18,21,8
27,1,13
30,39,3
4,34,3
47,18,14
2,39,3
57,30,9
15,20,2
39,25,5
68,2,3
65,28,8
13,36,2
30,31,18
7,0,10
22,27,1
23,44,3
9,36,1
67,10,1
2,36,13
44,10,46
56,30,9
65,21,3
61,44,9
30,44,17
25,30,2
3,19,2
30,24,1
19,20,2
53,0,2
31,28,1
13,41,1
7,24,2
5,34,6
44,37,1
60,3,3
66,38,2
45,22,8
2,26,1
27,7,21
58,25,20
43,29,8
47,35,1
6,20,7
8,22,7
40,27,7
14,19,9
15,13,13
23,40,2
29,36,22
38,35,19
49,44,3
32,30,2
31,43,3
65,26,8
8,40,3
56,3,1
45,18,3
35,2,3
36,39,1
50,43,15
33,21,14
59,14,3
50,23,8
25,26,1
64,47,2
66,17,8
45,37,6
48,16,3
34,36,3
57,26,2
62,15,35
21,27,12
1,37,7
60,27,45
60,9,3
14,14,15
67,17,3
64,36,3
57,8,1
57,29,1
23,2,14
12,49,10
67,30,5
2,35,10
34,44,2
32,13,15
2,17,22
3,7,24
29,49,3
44,21,3
60,28,1
14,26,14
50,35,7
69,19,7
38,42,2
41,17,11
46,32,1
36,23,2
54,13,10
44,20,14
9,37,13
64,14,1
50,25,16
65,9,24
57,20,14
41,4,12
54,2,10
48,9,2
55,46,2
15,37,2
27,19,9
29,5,3
24,38,12
0,34,2
16,4,3
52,32,35
48,0,20
45,14,3
15,44,2
37,42,3
12,25,11
58,40,2
6,34,1
10,17,24
42,13,6
13,28,10
15,15,2
37,38,13
64,44,3
2,24,13
14,10,6
7,23,2
69,28,3
42,41,7
34,7,2
45,2,41
62,44,1
12,29,2
29,30,7
15,7,11
11,36,1
59,17,1
65,12,1
41,47,7
49,24,1
17,34,43
14,16,9
46,26,17
17,31,6
30,45,2
37,15,2
9,11,1
10,23,1
53,21,2
9,0,1
33,47,17
18,37,6
51,34,13
59,7,9
18,45,16
0,24,14
40,49,3
55,16,16
50,47,1
64,26,12
40,2,11
13,17,3
63,36,2
12,15,3
5,38,2
55,20,11
53,18,11
36,6,7
51,7,1
37,37,14
29,0,1
56,46,6
12,32,2
30,20,7
0,39,12
40,0,22
7,28,14
55,44,2
1,38,2
24,31,19
60,39,1
42,15,3
69,11,5
60,18,24
65,37,2
65,19,2
54,32,27
37,23,10
18,44,12
25,4,2
13,25,1
25,0,14
7,47,2
35,11,17
56,20,6
6,15,13
20,45,3
56,33,1
22,20,2
60,2,6
20,34,3
38,17,9
16,2,12
12,24,3
0,31,1
55,18,3
36,26,10
13,16,22
8,0,1
4,1,2
48,17,10
64,13,2
21,19,9
11,11,5
10,3,1
46,2,1
67,16,1
61,23,5
27,9,1
58,29,1
41,43,1
14,22,35
9,24,1
56,41,24
29,19,6
31,32,20
11,32,23
4,22,16
7,29,1
32,21,11
2,45,18
34,10,41
15,34,7
69,32,1
26,31,3
13,23,10
23,25,6
36,19,1
67,40,3
37,2,1
40,20,1
20,1,39
45,35,1
37,45,3
8,30,12
31,34,5
68,1,3
29,16,3
32,38,7
20,27,23
18,36,7
50,33,2
69,17,1
67,22,5
50,13,12
25,29,15
62,46,5
16,8,6
54,38,8
1,42,3
41,30,2
22,45,1
13,14,50
44,6,21
50,28,3
57,22,6
64,15,12
30,26,14
66,39,13
60,33,13
7,15,1
4,43,17
26,13,3
24,43,2
28,34,1
27,34,13
5,0,22
63,20,2
68,46,15
47,34,3
21,43,11
53,48,1
62,41,3
57,44,6
49,5,10
20,16,11
29,40,11
61,42,9
44,49,5
1,28,15
13,24,1
21,49,13
47,2,2
64,23,12
34,45,5
40,26,2
10,38,5
60,0,3
35,49,3
38,38,26
15,28,22
47,26,1
65,43,7
51,4,3
68,9,1
36,1,5
59,8,23
41,41,2
7,4,2
37,18,19
7,46,2
10,30,12
0,30,2
11,37,3
48,14,3
67,46,23
31,46,2
67,4,3
22,41,3
10,35,14
7,25,1
66,18,10
39,30,5
34,24,11
54,10,7
52,8,13
61,19,1
68,3,14
41,36,8
16,6,13
22,2,2
45,25,1
35,28,8
16,39,1
48,41,2
21,25,2
37,8,2
14,11,1
50,1,13
40,11,11
31,10,3
0,48,1
66,45,6
54,3,15
55,17,3
34,13,9
16,11,1
16,12,10
23,11,3
45,36,3
69,15,8
33,10,2
18,1,1
26,21,2
61,8,16
10,16,14
58,27,14
69,35,11
5,21,3
56,42,2
18,41,11
17,1,17
14,49,1
69,34,13
49,3,3
44,16,1
32,40,9
69,41,5
29,25,22
23,34,51
44,32,50
44,39,8
40,46,1
7,21,1
47,7,2
31,12,2
66,46,13
41,34,9
29,3,3
15,1,1
63,28,9
32,15,3
50,22,19
10,46,6
61,37,3
12,19,3
66,15,1
13,49,2
36,10,6
64,35,2
37,16,3
47,3,10
10,18,45
60,5,3
61,35,3
42,44,2
24,30,2
66,21,2
52,17,3
34,17,12
23,15,2
33,32,2
8,35,39
22,44,27
28,31,2
57,23,9
32,32,9
44,9,1
11,14,12
57,32,1
0,4,5
28,45,52
39,28,2
7,9,1
15,2,2
45,15,16
33,4,12
14,31,1
37,49,12
25,40,3
47,23,3
30,5,1
66,27,7
32,16,1
62,18,16
5,24,7
65,1,11
1,0,5
46,4,5
41,5,1
11,29,1
42,35,5
2,11,16
68,23,2
29,8,2
51,17,1
58,47,3
38,10,14
45,38,1
38,34,12
3,32,1
40,1,2
47,19,3
60,40,2
11,23,3
47,24,6
3,8,3
6,28,33
49,43,2
